"Distance","Longitude","Latitude","Elevation","Horizon","method","ID","Range"
434.464424,35.17837976,32.45899675,NA,"alluvium_Base","Source","EE'",NA
868.928848,35.18284743,32.45796933,NA,"alluvium_Base","Source","EE'",NA
1303.393272,35.18731499,32.45694176,NA,"alluvium_Base","Source","EE'",NA
1737.857696,35.19178245,32.45591403,NA,"alluvium_Base","Source","EE'",NA
2172.32212,35.1962498,32.45488615,NA,"alluvium_Base","Source","EE'",NA
2606.786544,35.20071706,32.45385811,NA,"alluvium_Base","Source","EE'",NA
3041.250968,35.20518421,32.4528299,NA,"alluvium_Base","Source","EE'",NA
3475.715392,35.20965126,32.45180155,NA,"alluvium_Base","Source","EE'",NA
3910.179816,35.21411821,32.45077303,NA,"alluvium_Base","Source","EE'",NA
4344.64424,35.21858506,32.44974436,NA,"alluvium_Base","Source","EE'",NA
4779.108664,35.2230518,32.44871552,NA,"alluvium_Base","Source","EE'",NA
5213.573088,35.22751845,32.44768653,260,"alluvium_Base","Source","EE'",NA
5648.037512,35.23198499,32.44665739,252,"alluvium_Base","Source","EE'",NA
6082.501936,35.23645143,32.44562808,246,"alluvium_Base","Source","EE'",NA
6516.96636,35.24091776,32.44459862,247,"alluvium_Base","Source","EE'",NA
6951.430784,35.245384,32.443569,240,"alluvium_Base","Source","EE'",NA
7266.70177,35.2483225,32.44191361,242,"alluvium_Base","Source","EE'",NA
7583.360777,35.2512609,32.44025816,241,"alluvium_Base","Source","EE'",NA
7901.240923,35.25419918,32.43860264,240,"alluvium_Base","Source","EE'",NA
8220.200544,35.25713736,32.43694705,244,"alluvium_Base","Source","EE'",NA
8540.11869,35.26007543,32.43529139,244,"alluvium_Base","Source","EE'",NA
8860.89154,35.2630134,32.43363566,243,"alluvium_Base","Source","EE'",NA
9182.429522,35.26595125,32.43197986,247,"alluvium_Base","Source","EE'",NA
9504.654984,35.268889,32.430324,247,"alluvium_Base","Source","EE'",NA
10015.93674,35.27342676,32.42745819,NA,"alluvium_Base","Source","EE'",NA
10529.26263,35.27796423,32.42459223,NA,"alluvium_Base","Source","EE'",NA
11044.34764,35.28250141,32.42172609,NA,"alluvium_Base","Source","EE'",NA
11560.95664,35.28703831,32.4188598,281,"alluvium_Base","Source","EE'",NA
12078.89409,35.29157491,32.41599334,282,"alluvium_Base","Source","EE'",NA
12597.99615,35.29611123,32.41312673,NA,"alluvium_Base","Source","EE'",NA
13118.12456,35.30064726,32.41025994,NA,"alluvium_Base","Source","EE'",NA
13639.1619,35.305183,32.407393,NA,"alluvium_Base","Source","EE'",NA
14013.22586,35.30841602,32.40530466,NA,"alluvium_Base","Source","EE'",NA
14387.71506,35.3116489,32.40321625,315,"alluvium_Base","Source","EE'",NA
14762.59714,35.31488162,32.40112774,315,"alluvium_Base","Source","EE'",NA
15137.84291,35.3181142,32.39903916,303,"alluvium_Base","Source","EE'",NA
15513.42598,35.32134662,32.39695049,305,"alluvium_Base","Source","EE'",NA
15889.32242,35.3245789,32.39486174,309,"alluvium_Base","Source","EE'",NA
16265.51052,35.32781102,32.39277291,309,"alluvium_Base","Source","EE'",NA
16641.97049,35.331043,32.390684,308,"alluvium_Base","Source","EE'",NA
17013.94105,35.33470062,32.38937151,314,"alluvium_Base","Source","EE'",NA
17385.96243,35.33835813,32.38805892,315,"alluvium_Base","Source","EE'",NA
17758.03145,35.34201553,32.38674622,316,"alluvium_Base","Source","EE'",NA
18130.14518,35.34567283,32.38543341,323,"alluvium_Base","Source","EE'",NA
18501,35.34933002,32.3841205,141.1514286,"alluvium_Base","linear","EE'",NA
19255,35.35664408,32.38149436,148.215,"alluvium_Base","linear","EE'",NA
20736,35.37127093,32.37624081,165.1333333,"alluvium_Base","linear","EE'",NA
21108.38069,35.37492738,32.37492716,409,"alluvium_Base","Source","EE'",NA
21480.79711,35.37858372,32.3736134,434,"alluvium_Base","Source","EE'",NA
21853.2388,35.38223996,32.37229954,456,"alluvium_Base","Source","EE'",NA
22225.70446,35.38589609,32.37098558,NA,"alluvium_Base","Source","EE'",NA
22598.19293,35.38955211,32.3696715,NA,"alluvium_Base","Source","EE'",NA
22970.70309,35.39320802,32.36835732,NA,"alluvium_Base","Source","EE'",NA
23343.23389,35.39686383,32.36704304,NA,"alluvium_Base","Source","EE'",NA
23715.78438,35.40051953,32.36572865,NA,"alluvium_Base","Source","EE'",NA
24088.35363,35.40417513,32.36441416,NA,"alluvium_Base","Source","EE'",NA
24460.94079,35.40783062,32.36309956,NA,"alluvium_Base","Source","EE'",NA
24833.54505,35.41148601,32.36178485,NA,"alluvium_Base","Source","EE'",NA
25206.16566,35.41514128,32.36047004,NA,"alluvium_Base","Source","EE'",NA
25578.80189,35.41879646,32.35915512,NA,"alluvium_Base","Source","EE'",NA
25951.45309,35.42245152,32.3578401,NA,"alluvium_Base","Source","EE'",NA
26324.1186,35.42610648,32.35652498,NA,"alluvium_Base","Source","EE'",NA
26696.79783,35.42976133,32.35520974,NA,"alluvium_Base","Source","EE'",NA
27069.49022,35.43341608,32.35389441,NA,"alluvium_Base","Source","EE'",NA
27442.19522,35.43707072,32.35257896,NA,"alluvium_Base","Source","EE'",NA
27814.91234,35.44072525,32.35126341,NA,"alluvium_Base","Source","EE'",NA
28187.64109,35.44437968,32.34994776,NA,"alluvium_Base","Source","EE'",NA
28560.38101,35.448034,32.348632,NA,"alluvium_Base","Source","EE'",NA
0,35.178917,32.419857,NA,"eocene_Base","Source","FF'",NA
298.4592664,35.18184157,32.41880363,NA,"eocene_Base","Source","FF'",NA
596.9185327,35.18476608,32.4177502,NA,"eocene_Base","Source","FF'",NA
895.3777991,35.18769052,32.41669669,NA,"eocene_Base","Source","FF'",NA
1193.837065,35.19061489,32.41564312,NA,"eocene_Base","Source","FF'",NA
1492.296332,35.19353919,32.41458948,NA,"eocene_Base","Source","FF'",NA
1790.755598,35.19646342,32.41353578,NA,"eocene_Base","Source","FF'",NA
2089.214865,35.19938759,32.412482,NA,"eocene_Base","Source","FF'",NA
2387.674131,35.20231169,32.41142816,NA,"eocene_Base","Source","FF'",NA
2686.133397,35.20523571,32.41037425,NA,"eocene_Base","Source","FF'",NA
2984.592664,35.20815967,32.40932028,NA,"eocene_Base","Source","FF'",NA
3283.05193,35.21108357,32.40826623,NA,"eocene_Base","Source","FF'",NA
3581.511196,35.21400739,32.40721212,NA,"eocene_Base","Source","FF'",NA
3879.970463,35.21693114,32.40615794,NA,"eocene_Base","Source","FF'",NA
4178.429729,35.21985483,32.4051037,NA,"eocene_Base","Source","FF'",NA
4476.888995,35.22277845,32.40404938,NA,"eocene_Base","Source","FF'",NA
4775.348262,35.225702,32.402995,NA,"eocene_Base","Source","FF'",NA
5242.085567,35.22988667,32.40059891,NA,"eocene_Base","Source","FF'",NA
5710.1347,35.23407111,32.39820268,NA,"eocene_Base","Source","FF'",NA
6172,35.23825533,32.39580632,303.1,"eocene_Base","linear","FF'",NA
6649,35.24243933,32.39340982,233.39,"eocene_Base","linear","FF'",NA
6649.05964,35.24243933,32.39340982,314,"eocene_Base","Source","FF'",NA
7119.562675,35.24662311,32.39101317,231,"eocene_Base","Source","FF'",NA
7590.587488,35.25080666,32.38861639,119,"eocene_Base","Source","FF'",NA
8062.042625,35.25498999,32.38621948,56,"eocene_Base","Source","FF'",NA
8533.856764,35.2591731,32.38382242,-43,"eocene_Base","Source","FF'",NA
9005.973485,35.26335599,32.38142523,-103,"eocene_Base","Source","FF'",NA
9478.34757,35.26753866,32.37902789,-149,"eocene_Base","Source","FF'",NA
9950.94237,35.2717211,32.37663042,-206,"eocene_Base","Source","FF'",NA
10423.72786,35.27590333,32.37423281,-237,"eocene_Base","Source","FF'",NA
10896.67923,35.28008533,32.37183507,-230,"eocene_Base","Source","FF'",NA
11369.77577,35.28426711,32.36943718,-215,"eocene_Base","Source","FF'",NA
11843.00008,35.28844866,32.36703916,-155,"eocene_Base","Source","FF'",NA
12316.33744,35.29263,32.364641,-120,"eocene_Base","Source","FF'",NA
12761.12232,35.29679519,32.36273496,-62,"eocene_Base","Source","FF'",NA
13205.91691,35.3009602,32.36082879,-43,"eocene_Base","Source","FF'",NA
13650.72028,35.30512504,32.35892248,-16,"eocene_Base","Source","FF'",NA
14095.53159,35.3092897,32.35701603,-2,"eocene_Base","Source","FF'",NA
14540.35011,35.31345419,32.35510945,3,"eocene_Base","Source","FF'",NA
14985.1752,35.3176185,32.35320273,16,"eocene_Base","Source","FF'",NA
15430.0063,35.32178264,32.35129587,18,"eocene_Base","Source","FF'",NA
15874.84289,35.3259466,32.34938887,21,"eocene_Base","Source","FF'",NA
16319.68453,35.33011039,32.34748174,48,"eocene_Base","Source","FF'",NA
16764.53081,35.33427399,32.34557447,76,"eocene_Base","Source","FF'",NA
17209.38138,35.33843743,32.34366707,102,"eocene_Base","Source","FF'",NA
17654.23591,35.34260069,32.34175953,137,"eocene_Base","Source","FF'",NA
18099.09411,35.34676377,32.33985185,198,"eocene_Base","Source","FF'",NA
18543.95572,35.35092668,32.33794403,236,"eocene_Base","Source","FF'",NA
18988.82049,35.35508941,32.33603608,283,"eocene_Base","Source","FF'",NA
18992,35.35508941,32.33603608,239.036,"eocene_Base","linear","FF'",NA
19433.68821,35.35925196,32.33412799,318,"eocene_Base","Source","FF'",NA
19878.55868,35.36341434,32.33221977,368,"eocene_Base","Source","FF'",NA
20323.43173,35.36757655,32.33031141,366,"eocene_Base","Source","FF'",NA
20768.30717,35.37173858,32.32840291,NA,"eocene_Base","Source","FF'",NA
21213.18487,35.37590043,32.32649427,NA,"eocene_Base","Source","FF'",NA
21658.06469,35.38006211,32.3245855,NA,"eocene_Base","Source","FF'",NA
22102.94649,35.38422362,32.32267659,NA,"eocene_Base","Source","FF'",NA
22547.83016,35.38838494,32.32076755,NA,"eocene_Base","Source","FF'",NA
22992.71559,35.3925461,32.31885837,NA,"eocene_Base","Source","FF'",NA
23437.60269,35.39670707,32.31694905,NA,"eocene_Base","Source","FF'",NA
23882.49135,35.40086787,32.31503959,NA,"eocene_Base","Source","FF'",NA
24327.38149,35.4050285,32.31313,NA,"eocene_Base","Source","FF'",NA
24772.27303,35.40918895,32.31122027,NA,"eocene_Base","Source","FF'",NA
25217.16591,35.41334923,32.30931041,NA,"eocene_Base","Source","FF'",NA
25662.06004,35.41750933,32.30740041,NA,"eocene_Base","Source","FF'",NA
26106.95536,35.42166925,32.30549027,NA,"eocene_Base","Source","FF'",NA
26551.85182,35.425829,32.30358,NA,"eocene_Base","Source","FF'",NA
0,35.418851,32.520097,-222,"eocene_Base","Source","GG'",NA
562,35.41604451,32.51557622,187.69,"eocene_Base","linear","GG'",NA
567.397815,35.41604451,32.51557622,NA,"eocene_Base","Source","GG'",NA
1134.79563,35.41323831,32.51105537,NA,"eocene_Base","Source","GG'",NA
1702.193445,35.41043238,32.50653447,NA,"eocene_Base","Source","GG'",NA
2269.59126,35.40762674,32.5020135,NA,"eocene_Base","Source","GG'",NA
2836.989075,35.40482138,32.49749247,NA,"eocene_Base","Source","GG'",NA
3404.38689,35.40201631,32.49297137,NA,"eocene_Base","Source","GG'",NA
3971.784705,35.39921151,32.48845022,NA,"eocene_Base","Source","GG'",NA
4539.18252,35.396407,32.483929,NA,"eocene_Base","Source","GG'",NA
5266.021225,35.39244692,32.47830105,NA,"eocene_Base","Source","GG'",NA
5993.078971,35.38848733,32.47267298,NA,"eocene_Base","Source","GG'",NA
6720.284663,35.38452824,32.46704479,NA,"eocene_Base","Source","GG'",NA
7447.594965,35.38056964,32.46141647,NA,"eocene_Base","Source","GG'",NA
8174.981956,35.37661153,32.45578803,NA,"eocene_Base","Source","GG'",NA
8902.426838,35.37265392,32.45015946,NA,"eocene_Base","Source","GG'",NA
9627,35.36869681,32.44453077,-16.95,"eocene_Base","linear","GG'",NA
9629.916492,35.36869681,32.44453077,NA,"eocene_Base","Source","GG'",NA
10357.44148,35.36474019,32.43890196,NA,"eocene_Base","Source","GG'",NA
11084.99485,35.36078406,32.43327302,NA,"eocene_Base","Source","GG'",NA
11812.57136,35.35682843,32.42764396,NA,"eocene_Base","Source","GG'",NA
12540.16698,35.35287329,32.42201477,NA,"eocene_Base","Source","GG'",NA
13267.77856,35.34891865,32.41638547,NA,"eocene_Base","Source","GG'",NA
13995.40361,35.3449645,32.41075604,NA,"eocene_Base","Source","GG'",NA
14723.04015,35.34101084,32.40512648,NA,"eocene_Base","Source","GG'",NA
15450.68654,35.33705767,32.3994968,335,"eocene_Base","Source","GG'",NA
16178.34145,35.333105,32.393867,321,"eocene_Base","Source","GG'",NA
16788.96049,35.33092003,32.38859943,311,"eocene_Base","Source","GG'",NA
17400.28707,35.32873532,32.38333181,323,"eocene_Base","Source","GG'",NA
18012.24915,35.32655086,32.37806416,NA,"eocene_Base","Source","GG'",NA
18624.78408,35.32436665,32.37279648,NA,"eocene_Base","Source","GG'",NA
19237.83715,35.3221827,32.36752875,NA,"eocene_Base","Source","GG'",NA
19851.36036,35.31999901,32.36226099,NA,"eocene_Base","Source","GG'",NA
20465.31141,35.31781557,32.35699319,448,"eocene_Base","Source","GG'",NA
21079.65294,35.31563238,32.35172535,363,"eocene_Base","Source","GG'",NA
21694.35175,35.31344945,32.34645748,374,"eocene_Base","Source","GG'",NA
22309.37833,35.31126677,32.34118957,376,"eocene_Base","Source","GG'",NA
22924.7063,35.30908435,32.33592162,NA,"eocene_Base","Source","GG'",NA
23540.31201,35.30690217,32.33065363,NA,"eocene_Base","Source","GG'",NA
24156.17423,35.30472026,32.3253856,NA,"eocene_Base","Source","GG'",NA
24772.27384,35.3025386,32.32011754,NA,"eocene_Base","Source","GG'",NA
25388.59355,35.30035719,32.31484944,NA,"eocene_Base","Source","GG'",NA
25391,35.30035719,32.31484944,272.47,"eocene_Base","linear","GG'",NA
36662,35.25978654,32.21897297,360.18,"eocene_Base","linear","GG'",NA
37445,35.25626157,32.21265984,363.1,"eocene_Base","linear","GG'",NA
38217.25261,35.25273708,32.20634661,NA,"eocene_Base","Source","GG'",NA
38993.45136,35.24921309,32.20003328,NA,"eocene_Base","Source","GG'",NA
39769.657,35.24568958,32.19371986,NA,"eocene_Base","Source","GG'",NA
40545.86912,35.24216657,32.18740634,NA,"eocene_Base","Source","GG'",NA
41322.08735,35.23864404,32.18109272,NA,"eocene_Base","Source","GG'",NA
42098.31136,35.235122,32.174779,NA,"eocene_Base","Source","GG'",NA
0,35.15551,32.387787,NA,"eocene_Base","Source","HH'",NA
152.4900713,35.157134,32.387787,NA,"eocene_Base","Source","HH'",NA
507.9404582,35.16063479,32.38632467,NA,"eocene_Base","Source","HH'",NA
872.7808774,35.16413546,32.38486224,NA,"eocene_Base","Source","HH'",NA
1238.742134,35.16763602,32.38339971,NA,"eocene_Base","Source","HH'",NA
1605.057741,35.17113647,32.38193709,NA,"eocene_Base","Source","HH'",NA
1971.530191,35.1746368,32.38047437,NA,"eocene_Base","Source","HH'",NA
2338.085734,35.17813702,32.37901155,NA,"eocene_Base","Source","HH'",NA
2704.690586,35.18163713,32.37754864,NA,"eocene_Base","Source","HH'",NA
3071.327091,35.18513713,32.37608563,NA,"eocene_Base","Source","HH'",NA
3437.985121,35.18863701,32.37462252,NA,"eocene_Base","Source","HH'",NA
3804.658454,35.19213677,32.37315932,NA,"eocene_Base","Source","HH'",NA
4171.343054,35.19563643,32.37169602,NA,"eocene_Base","Source","HH'",NA
4538.03619,35.19913597,32.37023262,NA,"eocene_Base","Source","HH'",NA
4904.735947,35.2026354,32.36876913,NA,"eocene_Base","Source","HH'",NA
5271.440944,35.20613471,32.36730554,NA,"eocene_Base","Source","HH'",NA
5638.150158,35.20963391,32.36584185,NA,"eocene_Base","Source","HH'",NA
6004.862816,35.213133,32.36437807,NA,"eocene_Base","Source","HH'",NA
6371.578325,35.21663197,32.36291419,NA,"eocene_Base","Source","HH'",NA
6381,35.21663197,32.36291419,313.75,"eocene_Base","linear","HH'",NA
8579,35.23762344,32.35412888,271.58,"eocene_Base","linear","HH'",NA
9670,35.24811764,32.34973492,222.39,"eocene_Base","linear","HH'",NA
10411,35.25511321,32.34680513,152.11,"eocene_Base","linear","HH'",NA
10764,35.25861083,32.34534009,123.2166667,"eocene_Base","linear","HH'",NA
11499,35.26560572,32.34240973,109.94,"eocene_Base","linear","HH'",NA
11505.74207,35.26560572,32.34240973,115,"eocene_Base","Source","HH'",NA
11872.47335,35.26910299,32.3409444,128,"eocene_Base","Source","HH'",NA
12239.205,35.27260015,32.33947897,128,"eocene_Base","Source","HH'",NA
12605.93698,35.2760972,32.33801345,201,"eocene_Base","Source","HH'",NA
12972.66927,35.27959414,32.33654783,172,"eocene_Base","Source","HH'",NA
13339.40185,35.28309096,32.33508212,170,"eocene_Base","Source","HH'",NA
13706.13468,35.28658767,32.33361631,234,"eocene_Base","Source","HH'",NA
14072.86775,35.29008426,32.3321504,217,"eocene_Base","Source","HH'",NA
14439.60104,35.29358075,32.3306844,275,"eocene_Base","Source","HH'",NA
14806.33453,35.29707711,32.3292183,240,"eocene_Base","Source","HH'",NA
15173.06822,35.30057337,32.3277521,302,"eocene_Base","Source","HH'",NA
15539.80208,35.30406951,32.32628581,237,"eocene_Base","Source","HH'",NA
15906.5361,35.30756554,32.32481942,190,"eocene_Base","Source","HH'",NA
16273.27028,35.31106146,32.32335294,246,"eocene_Base","Source","HH'",NA
16632,35.31455726,32.32188635,206.5725,"eocene_Base","linear","HH'",NA
17008,35.31805295,32.32041968,203.6433333,"eocene_Base","linear","HH'",NA
18842,35.3355297,32.31308484,201.3,"eocene_Base","linear","HH'",NA
19199,35.33902471,32.31161758,201.3,"eocene_Base","linear","HH'",NA
19207.14815,35.33902471,32.31161758,305,"eocene_Base","Source","HH'",NA
19573.88334,35.34251961,32.31015023,305,"eocene_Base","Source","HH'",NA
19940.6186,35.34601439,32.30868278,317,"eocene_Base","Source","HH'",NA
20307.35395,35.34950906,32.30721524,325,"eocene_Base","Source","HH'",NA
20674.08937,35.35300362,32.3057476,325,"eocene_Base","Source","HH'",NA
21040.82486,35.35649806,32.30427986,271,"eocene_Base","Source","HH'",NA
21407.56041,35.35999239,32.30281202,NA,"eocene_Base","Source","HH'",NA
21774.29603,35.36348661,32.30134409,NA,"eocene_Base","Source","HH'",NA
22141.0317,35.36698071,32.29987607,NA,"eocene_Base","Source","HH'",NA
22507.76744,35.37047471,32.29840795,NA,"eocene_Base","Source","HH'",NA
22874.50323,35.37396858,32.29693973,NA,"eocene_Base","Source","HH'",NA
23241.23906,35.37746235,32.29547141,NA,"eocene_Base","Source","HH'",NA
23607.97495,35.380956,32.294003,NA,"eocene_Base","Source","HH'",NA
0,35.200201,32.321372,NA,"eocene_Base","Source","JJ'",NA
238.2278817,35.2025136,32.32049409,457,"eocene_Base","Source","JJ'",NA
476.4557633,35.20482615,32.31961614,459,"eocene_Base","Source","JJ'",NA
708,35.20713866,32.31873815,429.11,"eocene_Base","linear","JJ'",NA
960,35.20945113,32.31786012,420.33,"eocene_Base","linear","JJ'",NA
2630,35.22563713,32.3117127,355.2244444,"eocene_Base","linear","JJ'",NA
3330,35.23257332,32.30907746,337.3005556,"eocene_Base","linear","JJ'",NA
4056,35.2395091,32.30644184,323.1211765,"eocene_Base","linear","JJ'",NA
4756,35.24644448,32.30380584,309.5658824,"eocene_Base","linear","JJ'",NA
5723,35.25569102,32.30029059,284.7533333,"eocene_Base","linear","JJ'",NA
6199,35.26031402,32.29853271,271.1,"eocene_Base","linear","JJ'",NA
6899,35.26724819,32.29589557,228.085,"eocene_Base","linear","JJ'",NA
7384,35.27187074,32.29413727,206.2366667,"eocene_Base","linear","JJ'",NA
9063,35.28804827,32.28798189,167.734,"eocene_Base","linear","JJ'",NA
9763,35.29498082,32.28534324,172.34,"eocene_Base","linear","JJ'",NA
10252,35.2996023,32.28358393,160.6377778,"eocene_Base","linear","JJ'",NA
11912,35.31577607,32.27742501,132.84,"eocene_Base","linear","JJ'",NA
12150,35.31808642,32.276545,136.1325,"eocene_Base","linear","JJ'",NA
13809,35.33425768,32.27038373,156.25,"eocene_Base","linear","JJ'",NA
13817.21714,35.33425768,32.27038373,184,"eocene_Base","Source","JJ'",NA
14055.44502,35.33656767,32.26950338,NA,"eocene_Base","Source","JJ'",NA
14293.6729,35.33887763,32.26862299,NA,"eocene_Base","Source","JJ'",NA
14531.90078,35.34118754,32.26774255,NA,"eocene_Base","Source","JJ'",NA
14770.12866,35.3434974,32.26686208,NA,"eocene_Base","Source","JJ'",NA
15008.35654,35.34580722,32.26598156,NA,"eocene_Base","Source","JJ'",NA
15246.58443,35.348117,32.265101,NA,"eocene_Base","Source","JJ'",NA
15562.09611,35.35191443,32.26534002,NA,"eocene_Base","Source","JJ'",NA
15879.41186,35.35571188,32.26557893,NA,"eocene_Base","Source","JJ'",NA
16198.42566,35.35950935,32.26581773,NA,"eocene_Base","Source","JJ'",NA
16519.03913,35.36330684,32.26605641,NA,"eocene_Base","Source","JJ'",NA
16841.16091,35.36710435,32.26629498,NA,"eocene_Base","Source","JJ'",NA
17164.70607,35.37090188,32.26653343,NA,"eocene_Base","Source","JJ'",NA
17489.59563,35.37469943,32.26677177,NA,"eocene_Base","Source","JJ'",NA
17815.75604,35.378497,32.26701,NA,"eocene_Base","Source","JJ'",NA
0,35.435906,32.510091,-137,"eocene_Base","Source","KK'",NA
630.3420319,35.43305213,32.50495847,-212,"eocene_Base","Source","KK'",NA
1260.684064,35.43019858,32.49982587,-410,"eocene_Base","Source","KK'",NA
1891.026096,35.42734537,32.49469321,-230,"eocene_Base","Source","KK'",NA
2521.368128,35.42449247,32.48956049,-282,"eocene_Base","Source","KK'",NA
3151.71016,35.4216399,32.4844277,-256,"eocene_Base","Source","KK'",NA
3782.052191,35.41878766,32.47929485,-184,"eocene_Base","Source","KK'",NA
4412.394223,35.41593574,32.47416193,-131,"eocene_Base","Source","KK'",NA
5042.736255,35.41308415,32.46902895,-103,"eocene_Base","Source","KK'",NA
5673.078287,35.41023288,32.46389591,-54,"eocene_Base","Source","KK'",NA
6303.420319,35.40738194,32.4587628,-28,"eocene_Base","Source","KK'",NA
6933.762351,35.40453132,32.45362962,-4,"eocene_Base","Source","KK'",NA
7564.104383,35.40168103,32.44849638,19,"eocene_Base","Source","KK'",NA
8194.446415,35.39883106,32.44336308,60,"eocene_Base","Source","KK'",NA
8204,35.39883106,32.44336308,-30.02,"eocene_Base","linear","KK'",NA
10093,35.39028311,32.42796279,-1.175454545,"eocene_Base","linear","KK'",NA
14508,35.37034922,32.39202653,29.59933333,"eocene_Base","linear","KK'",NA
17022,35.35896555,32.37149012,-1.014,"eocene_Base","linear","KK'",NA
17651,35.35612045,32.36635585,-6.71,"eocene_Base","linear","KK'",NA
21428,35.33905658,32.33554893,47.77,"eocene_Base","linear","KK'",NA
23317,35.330529,32.32014461,133.11,"eocene_Base","linear","KK'",NA
23951,35.32768712,32.31500971,181.45,"eocene_Base","linear","KK'",NA
24577,35.32484556,32.30987475,196.0466667,"eocene_Base","linear","KK'",NA
35935,35.27375247,32.21743452,473.344375,"eocene_Base","linear","KK'",NA
36554,35.27091701,32.21229835,488.07,"eocene_Base","linear","KK'",NA
37830,35.26524706,32.20202582,622.5,"eocene_Base","linear","KK'",NA
38446,35.26241257,32.19688946,658.75,"eocene_Base","linear","KK'",NA
38450.86395,35.26241257,32.19688946,811,"eocene_Base","Source","KK'",NA
39081.20598,35.25957839,32.19175304,799,"eocene_Base","Source","KK'",NA
39711.54801,35.25674454,32.18661655,669,"eocene_Base","Source","KK'",NA
40341.89004,35.253911,32.18148,NA,"eocene_Base","Source","KK'",NA
0,35.363479,32.555637,NA,"eocene_Base","Source","MM'",NA
657.2955171,35.36028701,32.5503736,NA,"eocene_Base","Source","MM'",NA
1314.591034,35.35709539,32.54511013,24,"eocene_Base","Source","MM'",NA
1971.886551,35.35390415,32.53984657,84,"eocene_Base","Source","MM'",NA
2629.182068,35.35071328,32.53458293,92,"eocene_Base","Source","MM'",NA
3286.477586,35.34752279,32.52931921,35,"eocene_Base","Source","MM'",NA
3943.773103,35.34433267,32.52405541,-10,"eocene_Base","Source","MM'",NA
3944,35.34433267,32.52405541,-73.06111111,"eocene_Base","linear","MM'",NA
5923,35.33476455,32.50826353,-132.6366667,"eocene_Base","linear","MM'",NA
9855,35.31563839,32.4766776,-167.8154545,"eocene_Base","linear","MM'",NA
9859.432757,35.31563839,32.4766776,-33,"eocene_Base","Source","MM'",NA
10516.72827,35.312452,32.471413,-50,"eocene_Base","Source","MM'",NA
10919.50338,35.31087736,32.46802496,-84,"eocene_Base","Source","MM'",NA
11322.41289,35.30930284,32.4646369,-151,"eocene_Base","Source","MM'",NA
11725.44295,35.30772844,32.46124882,-142,"eocene_Base","Source","MM'",NA
12128.58155,35.30615416,32.45786072,-91,"eocene_Base","Source","MM'",NA
12531.8182,35.30458,32.4544726,-76,"eocene_Base","Source","MM'",NA
12935.14375,35.30300595,32.45108446,-48,"eocene_Base","Source","MM'",NA
13338.55011,35.30143202,32.4476963,-10,"eocene_Base","Source","MM'",NA
13742.03019,35.29985821,32.44430813,-5,"eocene_Base","Source","MM'",NA
14145.57767,35.29828452,32.44091993,-9,"eocene_Base","Source","MM'",NA
14549.18693,35.29671095,32.43753171,-32,"eocene_Base","Source","MM'",NA
14952.85299,35.2951375,32.43414348,-74,"eocene_Base","Source","MM'",NA
15356.57136,35.29356416,32.43075522,-124,"eocene_Base","Source","MM'",NA
15760.33801,35.29199094,32.42736694,-145,"eocene_Base","Source","MM'",NA
16164.14934,35.29041784,32.42397865,-161,"eocene_Base","Source","MM'",NA
16568.00207,35.28884486,32.42059033,-163,"eocene_Base","Source","MM'",NA
16971.89325,35.287272,32.417202,-147,"eocene_Base","Source","MM'",NA
17691.44088,35.28383439,32.41141495,-58,"eocene_Base","Source","MM'",NA
18411.01357,35.28039721,32.4056278,45,"eocene_Base","Source","MM'",NA
19130.6085,35.27696048,32.39984057,60,"eocene_Base","Source","MM'",NA
19850.22324,35.27352419,32.39405324,11,"eocene_Base","Source","MM'",NA
20569.85573,35.27008834,32.38826581,-85,"eocene_Base","Source","MM'",NA
21289.50415,35.26665293,32.38247829,-128,"eocene_Base","Source","MM'",NA
22009.16695,35.26321796,32.37669068,-111,"eocene_Base","Source","MM'",NA
22728.84276,35.25978343,32.37090298,-17,"eocene_Base","Source","MM'",NA
23448.53038,35.25634933,32.36511518,-2,"eocene_Base","Source","MM'",NA
24168.22876,35.25291568,32.35932729,67,"eocene_Base","Source","MM'",NA
24887.93696,35.24948247,32.35353931,131,"eocene_Base","Source","MM'",NA
25607.65416,35.2460497,32.34775123,333,"eocene_Base","Source","MM'",NA
26327.37961,35.24261737,32.34196306,392,"eocene_Base","Source","MM'",NA
26329,35.24261737,32.34196306,265.9625,"eocene_Base","linear","MM'",NA
29098,35.23021392,32.31935333,317.12,"eocene_Base","linear","MM'",NA
32780,35.21756457,32.28788454,344.8,"eocene_Base","linear","MM'",NA
37064,35.20281809,32.25116936,362.5966667,"eocene_Base","linear","MM'",NA
37676.62563,35.20071242,32.2459242,NA,"eocene_Base","Source","MM'",NA
38290.13291,35.198607,32.240679,NA,"eocene_Base","Source","MM'",NA
0,35.334821,32.580816,NA,"eocene_Base","Source","NN'",NA
524.4711702,35.33277567,32.57642549,NA,"eocene_Base","Source","NN'",NA
1048.94234,35.33073055,32.57203495,NA,"eocene_Base","Source","NN'",NA
1573.413511,35.32868562,32.56764437,NA,"eocene_Base","Source","NN'",NA
2097.884681,35.3266409,32.56325376,23,"eocene_Base","Source","NN'",NA
2622.355851,35.32459637,32.55886312,-82,"eocene_Base","Source","NN'",NA
3146.827021,35.32255205,32.55447245,-107,"eocene_Base","Source","NN'",NA
3671.298192,35.32050792,32.55008174,-118,"eocene_Base","Source","NN'",NA
